log_id,timestamp,client_ip,http_method,url,response_code,user_agent
21,2025-09-03 19:01:00,223.181.156.104,PUT,/search,200,Opera/8.27.(X11; Linux x86_64; tn-ZA) Presto/2.9.171 Version/10.00
22,2025-09-07 14:08:00,168.243.238.117,POST,/search,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows 95; Trident/4.1)
23,2025-09-01 04:22:00,136.80.153.204,GET,/,500,Opera/9.28.(X11; Linux i686; ve-ZA) Presto/2.9.167 Version/10.00
24,2025-09-05 00:51:00,153.99.100.160,GET,/api/data,200,Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_8_3; rv:1.9.6.20) Gecko/2020-08-21 15:09:34 Firefox/7.0
25,2025-09-02 01:32:00,206.6.185.19,PUT,/search,500,"Mozilla/5.0 (Windows; U; Windows 98) AppleWebKit/533.36.3 (KHTML, like Gecko) Version/5.1 Safari/533.36.3"
26,2025-09-05 13:32:00,26.88.22.99,POST,/admin,200,"Mozilla/5.0 (Linux; Android 2.0) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/52.0.850.0 Safari/533.1"
27,2025-09-06 06:05:00,180.255.54.7,PUT,/search,500,Opera/8.68.(Windows NT 5.2; ia-FR) Presto/2.9.175 Version/11.00
28,2025-09-02 18:50:00,165.48.158.106,GET,/,401,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; hu-HU) AppleWebKit/534.6.2 (KHTML, like Gecko) Version/4.0.5 Mobile/8B115 Safari/6534.6.2"
29,2025-09-04 12:03:00,194.195.133.210,PUT,/,401,"Mozilla/5.0 (Linux; Android 4.0.2) AppleWebKit/532.0 (KHTML, like Gecko) Chrome/57.0.876.0 Safari/532.0"
30,2025-09-06 11:59:00,73.117.111.206,PUT,/dashboard,200,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_5_5; rv:1.9.2.20) Gecko/2020-08-26 05:59:42 Firefox/14.0
31,2025-09-05 05:44:00,142.140.190.172,GET,/admin,200,"Mozilla/5.0 (Windows; U; Windows CE) AppleWebKit/535.28.2 (KHTML, like Gecko) Version/4.0 Safari/535.28.2"
32,2025-09-05 19:02:00,2.204.117.235,PUT,/dashboard,200,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_10_7 rv:2.0; li-NL) AppleWebKit/534.34.7 (KHTML, like Gecko) Version/4.1 Safari/534.34.7"
33,2025-09-03 16:06:00,124.210.22.179,GET,/dashboard,500,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_0 like Mac OS X; kn-IN) AppleWebKit/532.1.1 (KHTML, like Gecko) Version/4.0.5 Mobile/8B119 Safari/6532.1.1"
34,2025-09-03 14:43:00,193.36.192.132,GET,/,500,"Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_2 like Mac OS X) AppleWebKit/531.0 (KHTML, like Gecko) CriOS/50.0.801.0 Mobile/43Y354 Safari/531.0"
35,2025-09-04 12:50:00,4.142.19.58,PUT,/login,200,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_10_6 rv:4.0; lzh-TW) AppleWebKit/534.50.4 (KHTML, like Gecko) Version/4.0.2 Safari/534.50.4"
36,2025-09-03 15:34:00,148.158.24.95,POST,/admin,200,Opera/8.63.(X11; Linux x86_64; pl-PL) Presto/2.9.180 Version/10.00
37,2025-09-07 01:28:00,22.95.215.221,PUT,/dashboard,500,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/534.2 (KHTML, like Gecko) Chrome/55.0.819.0 Safari/534.2"
38,2025-09-03 00:00:00,102.157.73.37,PUT,/login,200,Opera/9.90.(Windows NT 6.2; nan-TW) Presto/2.9.182 Version/11.00
39,2025-09-05 05:31:00,69.230.236.91,POST,/dashboard,200,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_7_7) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/41.0.897.0 Safari/534.1"
40,2025-09-06 03:05:00,201.222.133.130,POST,/login,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/5.0)
41,2025-09-06 09:44:00,29.89.172.146,GET,/admin,401,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/57.0.820.0 Mobile/65E703 Safari/536.2"
42,2025-09-03 00:43:00,25.16.127.112,PUT,/,200,Opera/9.40.(X11; Linux i686; the-NP) Presto/2.9.182 Version/11.00
43,2025-09-04 18:46:00,215.72.63.33,POST,/search,200,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.0 (KHTML, like Gecko) Chrome/44.0.825.0 Safari/533.0"
44,2025-09-01 09:07:00,137.154.148.93,POST,/login,404,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_7_7) AppleWebKit/536.1 (KHTML, like Gecko) Chrome/47.0.804.0 Safari/536.1"
45,2025-09-01 05:06:00,208.213.63.97,GET,/api/data,200,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.7.20) Gecko/2022-05-05 22:46:06 Firefox/3.6.17
46,2025-09-07 21:47:00,157.40.145.229,PUT,/login,500,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/532.5.6 (KHTML, like Gecko) Version/4.0.3 Safari/532.5.6"
47,2025-09-03 20:50:00,168.1.177.81,PUT,/admin,404,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/4.0)
48,2025-09-01 09:40:00,159.245.143.223,GET,/login,404,Mozilla/5.0 (Windows NT 6.0; yue-HK; rv:1.9.2.20) Gecko/2010-11-14 11:28:10 Firefox/3.6.15
49,2025-09-06 08:40:00,45.209.183.90,POST,/dashboard,500,"Mozilla/5.0 (Windows; U; Windows NT 5.1) AppleWebKit/534.16.1 (KHTML, like Gecko) Version/4.0 Safari/534.16.1"
50,2025-09-04 03:37:00,201.179.73.234,POST,/admin,200,"Mozilla/5.0 (Linux; Android 2.3.4) AppleWebKit/532.2 (KHTML, like Gecko) Chrome/13.0.851.0 Safari/532.2"
51,2025-09-04 13:48:00,208.106.74.124,POST,/,404,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 10.0; Trident/3.0)
52,2025-09-02 20:00:00,157.2.154.227,PUT,/,500,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.2; Trident/4.0)
53,2025-09-05 01:57:00,76.132.207.121,GET,/,500,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_7; rv:1.9.6.20) Gecko/2024-03-15 15:16:55 Firefox/3.8
54,2025-09-04 00:33:00,188.238.135.168,PUT,/search,500,Opera/8.82.(X11; Linux x86_64; fa-IR) Presto/2.9.173 Version/11.00
55,2025-09-05 12:44:00,216.228.174.145,PUT,/api/data,404,"Mozilla/5.0 (iPhone; CPU iPhone OS 3_1_3 like Mac OS X) AppleWebKit/534.0 (KHTML, like Gecko) FxiOS/17.1v1774.0 Mobile/50C070 Safari/534.0"
56,2025-09-02 04:51:00,24.151.153.181,GET,/login,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.1; Trident/5.0)
57,2025-09-07 05:57:00,120.197.228.207,PUT,/login,404,Mozilla/5.0 (Macintosh; Intel Mac OS X 10_11_1; rv:1.9.4.20) Gecko/2016-10-28 09:56:46 Firefox/12.0
58,2025-09-02 17:31:00,113.24.155.100,POST,/admin,401,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_2 like Mac OS X; sid-ET) AppleWebKit/531.26.6 (KHTML, like Gecko) Version/3.0.5 Mobile/8B113 Safari/6531.26.6"
59,2025-09-03 12:28:00,200.27.107.67,PUT,/login,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows CE; Trident/3.0)
60,2025-09-01 22:25:00,60.196.140.3,GET,/admin,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nn-NO) AppleWebKit/534.15.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6534.15.4"
61,2025-09-01 16:03:00,200.252.237.165,POST,/dashboard,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_7_5 rv:3.0; lv-LV) AppleWebKit/534.31.4 (KHTML, like Gecko) Version/5.1 Safari/534.31.4"
62,2025-09-06 03:55:00,53.146.125.246,GET,/login,200,Mozilla/5.0 (compatible; MSIE 7.0; Windows CE; Trident/3.0)
63,2025-09-04 11:55:00,1.254.149.242,GET,/search,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1)
64,2025-09-03 23:34:00,73.176.225.124,POST,/dashboard,200,"Mozilla/5.0 (Windows; U; Windows NT 6.2) AppleWebKit/533.11.6 (KHTML, like Gecko) Version/4.1 Safari/533.11.6"
65,2025-09-03 13:24:00,140.152.161.249,PUT,/admin,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1)
66,2025-09-03 06:15:00,166.144.236.7,PUT,/search,200,"Mozilla/5.0 (Windows NT 5.2) AppleWebKit/534.0 (KHTML, like Gecko) Chrome/41.0.845.0 Safari/534.0"
67,2025-09-06 22:32:00,168.178.29.9,PUT,/search,500,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/3.1)
68,2025-09-01 02:33:00,219.202.217.150,GET,/login,404,Mozilla/5.0 (Android 11; Mobile; rv:32.0) Gecko/32.0 Firefox/32.0
69,2025-09-01 15:59:00,192.154.233.106,PUT,/search,500,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/5.0)
70,2025-09-07 16:06:00,196.36.202.249,PUT,/dashboard,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; rw-RW) AppleWebKit/531.21.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B111 Safari/6531.21.5"
71,2025-09-04 00:36:00,80.240.209.142,POST,/login,200,Opera/9.73.(X11; Linux i686; as-IN) Presto/2.9.173 Version/12.00
72,2025-09-03 02:59:00,170.128.132.216,POST,/,401,"Mozilla/5.0 (iPad; CPU iPad OS 7_1_2 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) CriOS/41.0.861.0 Mobile/31E134 Safari/532.2"
73,2025-09-03 15:57:00,186.246.230.9,POST,/admin,500,Opera/9.40.(Windows NT 6.2; nan-TW) Presto/2.9.162 Version/11.00
74,2025-09-03 11:33:00,211.91.145.123,POST,/api/data,404,Opera/9.84.(Windows NT 4.0; pa-IN) Presto/2.9.187 Version/11.00
75,2025-09-06 12:46:00,187.65.183.42,GET,/login,401,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2014-08-27 14:09:57 Firefox/3.8
76,2025-09-03 23:09:00,181.255.209.81,GET,/login,404,Opera/9.32.(X11; Linux i686; sid-ET) Presto/2.9.166 Version/12.00
77,2025-09-06 10:11:00,145.171.227.82,GET,/,404,Opera/8.17.(Windows NT 4.0; uk-UA) Presto/2.9.162 Version/10.00
78,2025-09-07 19:04:00,209.252.87.133,POST,/login,404,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/532.2 (KHTML, like Gecko) FxiOS/14.5i5100.0 Mobile/17Z466 Safari/532.2"
79,2025-09-07 18:10:00,105.226.210.121,GET,/search,200,Opera/9.41.(Windows 95; mi-NZ) Presto/2.9.167 Version/11.00
80,2025-09-03 03:07:00,51.184.86.226,POST,/api/data,200,"Mozilla/5.0 (Windows; U; Windows NT 4.0) AppleWebKit/533.2.3 (KHTML, like Gecko) Version/4.0.1 Safari/533.2.3"
81,2025-09-01 08:01:00,80.228.155.86,GET,/dashboard,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; lzh-TW) AppleWebKit/534.42.6 (KHTML, like Gecko) Version/4.0.5 Mobile/8B118 Safari/6534.42.6"
82,2025-09-06 12:08:00,64.96.249.133,PUT,/api/data,404,"Mozilla/5.0 (iPod; U; CPU iPhone OS 4_3 like Mac OS X; sat-IN) AppleWebKit/534.30.5 (KHTML, like Gecko) Version/4.0.5 Mobile/8B113 Safari/6534.30.5"
83,2025-09-01 18:25:00,168.156.152.180,GET,/dashboard,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 5.0; Trident/5.1)
84,2025-09-02 11:48:00,65.150.167.197,POST,/dashboard,500,Mozilla/5.0 (X11; Linux x86_64; rv:1.9.6.20) Gecko/2023-11-08 14:10:29 Firefox/15.0
85,2025-09-01 07:43:00,86.154.229.242,PUT,/,404,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/57.0.829.0 Safari/536.2"
86,2025-09-04 14:15:00,221.131.171.127,PUT,/admin,200,Opera/8.72.(X11; Linux x86_64; bg-BG) Presto/2.9.173 Version/11.00
87,2025-09-02 06:43:00,161.123.45.111,GET,/dashboard,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 14_2_1 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/17.0.810.0 Mobile/82D772 Safari/533.0"
88,2025-09-01 22:54:00,173.166.153.49,PUT,/api/data,401,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/534.1 (KHTML, like Gecko) Chrome/35.0.849.0 Safari/534.1"
89,2025-09-04 19:51:00,102.185.5.80,PUT,/login,500,Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_11_7; rv:1.9.4.20) Gecko/2014-05-05 05:58:01 Firefox/3.8
90,2025-09-06 23:10:00,8.26.94.139,POST,/login,401,"Mozilla/5.0 (Windows NT 4.0) AppleWebKit/536.0 (KHTML, like Gecko) Chrome/51.0.831.0 Safari/536.0"
91,2025-09-04 21:57:00,147.9.22.117,PUT,/admin,404,Mozilla/5.0 (compatible; MSIE 7.0; Windows NT 5.1; Trident/5.0)
92,2025-09-05 11:39:00,42.238.166.55,PUT,/dashboard,200,"Mozilla/5.0 (Windows NT 6.1) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/38.0.841.0 Safari/531.2"
93,2025-09-05 03:46:00,221.39.106.229,POST,/dashboard,404,Mozilla/5.0 (compatible; MSIE 6.0; Windows NT 6.0; Trident/5.1)
94,2025-09-04 11:24:00,213.130.99.246,POST,/admin,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 5.01; Trident/3.1)
95,2025-09-06 00:40:00,161.28.4.238,GET,/dashboard,200,Mozilla/5.0 (compatible; MSIE 5.0; Windows 95; Trident/4.0)
96,2025-09-04 03:03:00,163.71.8.58,POST,/search,200,Mozilla/5.0 (compatible; MSIE 6.0; Windows 95; Trident/4.1)
97,2025-09-07 08:59:00,200.105.189.125,POST,/admin,500,Opera/8.33.(X11; Linux i686; az-AZ) Presto/2.9.188 Version/12.00
98,2025-09-06 08:09:00,195.51.247.99,GET,/login,500,Opera/8.77.(X11; Linux i686; se-NO) Presto/2.9.168 Version/12.00
99,2025-09-07 01:43:00,89.249.189.160,PUT,/login,200,"Mozilla/5.0 (iPad; CPU iPad OS 5_1_1 like Mac OS X) AppleWebKit/533.2 (KHTML, like Gecko) CriOS/27.0.896.0 Mobile/08E776 Safari/533.2"
100,2025-09-06 05:18:00,219.194.254.237,POST,/dashboard,404,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2020-04-25 20:35:29 Firefox/10.0
101,2025-09-06 02:40:00,84.117.221.152,PUT,/api/data,500,"Mozilla/5.0 (iPad; CPU iPad OS 10_3_4 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/14.0.826.0 Mobile/88L463 Safari/533.0"
102,2025-09-05 09:01:00,206.197.230.4,PUT,/dashboard,200,Opera/8.17.(Windows NT 5.2; yue-HK) Presto/2.9.181 Version/10.00
103,2025-09-01 06:47:00,219.190.71.198,GET,/admin,401,Mozilla/5.0 (Windows 95; ln-CD; rv:1.9.1.20) Gecko/2016-08-30 02:42:30 Firefox/3.6.6
104,2025-09-07 16:44:00,218.242.12.204,GET,/dashboard,500,Opera/9.44.(Windows NT 5.01; mhr-RU) Presto/2.9.174 Version/12.00
105,2025-09-01 00:53:00,84.176.183.16,POST,/search,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_1 like Mac OS X; fil-PH) AppleWebKit/533.31.4 (KHTML, like Gecko) Version/3.0.5 Mobile/8B115 Safari/6533.31.4"
106,2025-09-03 19:20:00,216.152.209.25,PUT,/search,200,"Mozilla/5.0 (X11; Linux x86_64) AppleWebKit/535.2 (KHTML, like Gecko) Chrome/48.0.852.0 Safari/535.2"
107,2025-09-05 16:17:00,223.145.170.21,POST,/admin,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 6.0; Trident/4.0)
108,2025-09-06 11:34:00,171.166.127.117,GET,/api/data,200,"Mozilla/5.0 (Windows; U; Windows NT 6.1) AppleWebKit/534.47.4 (KHTML, like Gecko) Version/5.0 Safari/534.47.4"
109,2025-09-02 20:25:00,59.135.134.189,POST,/admin,200,"Mozilla/5.0 (iPhone; CPU iPhone OS 10_3_4 like Mac OS X) AppleWebKit/533.0 (KHTML, like Gecko) CriOS/44.0.891.0 Mobile/66X893 Safari/533.0"
110,2025-09-07 10:52:00,185.162.48.240,PUT,/,200,"Mozilla/5.0 (iPod; U; CPU iPhone OS 3_3 like Mac OS X; nn-NO) AppleWebKit/533.27.7 (KHTML, like Gecko) Version/3.0.5 Mobile/8B116 Safari/6533.27.7"
111,2025-09-06 09:48:00,167.46.108.140,PUT,/admin,500,"Mozilla/5.0 (Windows NT 5.0) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/26.0.811.0 Safari/536.2"
112,2025-09-03 14:21:00,138.146.19.222,GET,/dashboard,404,Mozilla/5.0 (X11; Linux i686; rv:1.9.7.20) Gecko/2013-09-26 05:58:01 Firefox/4.0
113,2025-09-07 19:36:00,135.13.96.232,PUT,/api/data,200,Opera/9.63.(X11; Linux x86_64; lzh-TW) Presto/2.9.171 Version/12.00
114,2025-09-04 03:09:00,2.173.194.210,GET,/login,200,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_8_2 rv:5.0; ia-FR) AppleWebKit/534.50.2 (KHTML, like Gecko) Version/4.0.3 Safari/534.50.2"
115,2025-09-07 09:29:00,190.159.62.171,PUT,/api/data,200,"Mozilla/5.0 (Linux; Android 5.0.1) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/29.0.810.0 Safari/535.0"
116,2025-09-03 20:01:00,158.25.138.21,PUT,/search,200,Opera/8.57.(X11; Linux i686; tl-PH) Presto/2.9.162 Version/11.00
117,2025-09-07 11:53:00,193.40.30.81,POST,/search,200,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.0; Trident/4.0)
118,2025-09-07 10:59:00,185.27.147.185,PUT,/dashboard,200,Opera/8.42.(X11; Linux i686; nhn-MX) Presto/2.9.176 Version/11.00
119,2025-09-02 06:37:00,128.100.71.151,POST,/login,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_7) AppleWebKit/531.2 (KHTML, like Gecko) Chrome/54.0.800.0 Safari/531.2"
120,2025-09-01 01:51:00,110.42.76.74,PUT,/dashboard,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/5.1)
121,2025-09-07 11:10:00,205.220.185.3,POST,/,200,Mozilla/5.0 (Windows 98; tig-ER; rv:1.9.1.20) Gecko/2010-10-24 10:33:42 Firefox/3.8
122,2025-09-01 06:30:00,84.197.255.98,GET,/login,200,Opera/8.30.(Windows NT 5.01; ln-CD) Presto/2.9.170 Version/11.00
123,2025-09-02 03:14:00,220.15.9.100,POST,/login,401,"Mozilla/5.0 (iPad; CPU iPad OS 4_2_1 like Mac OS X) AppleWebKit/533.1 (KHTML, like Gecko) FxiOS/12.3t6862.0 Mobile/42V756 Safari/533.1"
124,2025-09-06 19:03:00,155.18.11.173,POST,/dashboard,200,Opera/8.47.(X11; Linux i686; fi-FI) Presto/2.9.183 Version/12.00
125,2025-09-06 15:49:00,217.67.44.246,PUT,/api/data,500,"Mozilla/5.0 (X11; Linux i686) AppleWebKit/533.1 (KHTML, like Gecko) Chrome/41.0.830.0 Safari/533.1"
126,2025-09-06 12:46:00,129.223.26.131,PUT,/admin,200,Opera/9.20.(Windows 98; Win 9x 4.90; my-MM) Presto/2.9.166 Version/11.00
127,2025-09-06 13:33:00,187.154.53.74,POST,/search,401,Opera/8.80.(Windows NT 5.01; mr-IN) Presto/2.9.161 Version/12.00
128,2025-09-03 08:59:00,220.20.172.28,GET,/api/data,200,"Mozilla/5.0 (Macintosh; U; PPC Mac OS X 10_8_5 rv:6.0; nl-AW) AppleWebKit/535.29.6 (KHTML, like Gecko) Version/5.1 Safari/535.29.6"
129,2025-09-02 12:26:00,222.216.165.107,GET,/admin,200,Opera/9.16.(Windows 98; ko-KR) Presto/2.9.188 Version/11.00
130,2025-09-01 14:29:00,94.11.175.154,POST,/dashboard,200,"Mozilla/5.0 (Windows 95) AppleWebKit/535.0 (KHTML, like Gecko) Chrome/42.0.856.0 Safari/535.0"
131,2025-09-01 00:06:00,156.93.166.120,POST,/api/data,401,"Mozilla/5.0 (Windows 98) AppleWebKit/536.2 (KHTML, like Gecko) Chrome/20.0.800.0 Safari/536.2"
132,2025-09-05 22:31:00,122.90.246.5,GET,/admin,500,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.2; Trident/4.1)
133,2025-09-07 07:48:00,125.94.226.31,PUT,/login,401,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_5 like Mac OS X) AppleWebKit/536.2 (KHTML, like Gecko) CriOS/26.0.853.0 Mobile/97G865 Safari/536.2"
134,2025-09-01 10:14:00,71.252.160.139,POST,/login,500,Opera/9.10.(Windows NT 4.0; os-RU) Presto/2.9.182 Version/11.00
135,2025-09-01 05:51:00,192.252.88.57,GET,/admin,404,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_11_3 rv:5.0; wae-CH) AppleWebKit/532.40.5 (KHTML, like Gecko) Version/4.1 Safari/532.40.5"
136,2025-09-04 13:18:00,206.5.255.166,GET,/dashboard,200,Mozilla/5.0 (Windows NT 6.0; he-IL; rv:1.9.0.20) Gecko/2013-05-23 11:40:00 Firefox/3.6.11
137,2025-09-05 20:55:00,185.192.135.194,GET,/api/data,404,Opera/8.12.(Windows NT 5.1; uk-UA) Presto/2.9.163 Version/10.00
138,2025-09-05 07:49:00,206.230.147.194,GET,/search,404,Mozilla/5.0 (compatible; MSIE 9.0; Windows NT 5.2; Trident/4.1)
139,2025-09-04 21:47:00,132.108.73.224,POST,/dashboard,401,Mozilla/5.0 (compatible; MSIE 9.0; Windows CE; Trident/4.1)
140,2025-09-04 12:21:00,134.45.73.61,POST,/search,200,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_11_1) AppleWebKit/531.0 (KHTML, like Gecko) Chrome/30.0.811.0 Safari/531.0"
141,2025-09-07 19:11:00,153.84.138.20,GET,/login,200,"Mozilla/5.0 (Windows 98; Win 9x 4.90) AppleWebKit/532.1 (KHTML, like Gecko) Chrome/36.0.831.0 Safari/532.1"
142,2025-09-07 01:49:00,132.115.230.233,GET,/search,200,Mozilla/5.0 (compatible; MSIE 8.0; Windows NT 6.0; Trident/4.0)
143,2025-09-07 14:35:00,154.95.118.93,GET,/,404,"Mozilla/5.0 (iPhone; CPU iPhone OS 9_3_6 like Mac OS X) AppleWebKit/535.1 (KHTML, like Gecko) FxiOS/9.2e5105.0 Mobile/99G398 Safari/535.1"
144,2025-09-02 05:46:00,218.251.10.254,PUT,/api/data,500,"Mozilla/5.0 (Macintosh; U; Intel Mac OS X 10_7_8) AppleWebKit/535.1 (KHTML, like Gecko) Chrome/21.0.882.0 Safari/535.1"
145,2025-09-01 16:03:00,198.48.126.49,PUT,/login,401,"Mozilla/5.0 (Macintosh; PPC Mac OS X 10_8_1) AppleWebKit/531.1 (KHTML, like Gecko) Chrome/50.0.841.0 Safari/531.1"
